participant_index,trial_number,pattern_id,success,n_steps,program_ops,program_symbolic,helpers_used,helpers_used_expanded,helpers_created_this_trial,helper_library_size
26,13,13,1,3,add -> invert -> overlap,"W1 = add(H427, H427) ; W2 = invert(H426) ; W3 = overlap(W1, W2)","H426,H427","H426=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) | H427=W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6)",,4
26,14,14,0,7,subtract -> add -> invert -> invert -> invert -> overlap -> invert,"W1 = subtract(H427, H424) ; W2 = add(H427, H424) ; W3 = invert(H427) ; W4 = invert(blank) ; W5 = invert(W2) ; W6 = overlap(W4, W5) ; W7 = invert(H427)","H424,H427","H424=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) | H427=W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6)",H428,5
27,1,1,1,5,add -> reflect_v -> reflect_h -> add -> add,"W1 = add(line_v, line_h) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_h) ; W4 = add(W1, W2) ; W5 = add(W3, W4)",,,"H429,H430,H431",3
27,2,2,1,4,add -> add -> add -> add,"W1 = add(square, line_v) ; W2 = add(H430, W1) ; W3 = add(W2, H431) ; W4 = add(W3, line_h)","H430,H431","H430=W1 = add(line_v, line_h) ; W2 = reflect_v(line_v) | H431=W1 = add(line_v, line_h) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_h)",,3
27,3,3,1,11,invert -> invert -> invert -> subtract -> subtract -> reflect_v -> reflect_v -> subtract -> subtract -> reflect_h -> subtract,"W1 = invert(square) ; W2 = invert(blank) ; W3 = invert(square) ; W4 = subtract(W3, line_v) ; W5 = subtract(W4, line_h) ; W6 = reflect_v(line_v) ; W7 = reflect_v(line_v) ; W8 = subtract(W7, W7) ; W9 = subtract(W5, W7) ; W10 = reflect_h(line_h) ; W11 = subtract(W9, W10)",,,,3
27,4,4,1,4,add -> subtract -> reflect_v -> subtract,"W1 = add(square, square) ; W2 = subtract(square, diag) ; W3 = reflect_v(diag) ; W4 = subtract(W2, W3)",,,,3
27,5,5,1,3,add -> reflect_h -> add,"W1 = add(square, diag) ; W2 = reflect_h(diag) ; W3 = add(W1, W2)",,,,3
27,6,6,1,7,invert -> invert -> invert -> reflect_h -> invert -> overlap -> overlap,"W1 = invert(square) ; W2 = invert(blank) ; W3 = invert(diag) ; W4 = reflect_h(diag) ; W5 = invert(W4) ; W6 = overlap(W3, W5) ; W7 = overlap(W1, W6)",,,,3
27,7,7,1,9,add -> reflect_h -> reflect_v -> add -> add -> add -> add -> reflect_h -> add,"W1 = add(diag, line_v) ; W2 = reflect_h(diag) ; W3 = reflect_v(line_v) ; W4 = add(W1, W2) ; W5 = add(W3, W4) ; W6 = add(line_h, line_v) ; W7 = add(W5, W6) ; W8 = reflect_h(line_h) ; W9 = add(W7, W8)",,,,3
27,8,8,0,4,reflect_h -> subtract -> invert -> add,"W1 = reflect_h(line_h) ; W2 = subtract(W1, tri) ; W3 = invert(tri) ; W4 = add(diag, diag)",,,,3
27,9,9,0,4,reflect_h -> add -> subtract -> reflect_d,"W1 = reflect_h(diag) ; W2 = add(tri, W1) ; W3 = subtract(W2, tri) ; W4 = reflect_d(tri)",,,,3
27,10,10,0,2,invert -> subtract,"W1 = invert(blank) ; W2 = subtract(W1, square)",,,,3
27,11,11,0,4,invert -> invert -> reflect_h -> invert,W1 = invert(blank) ; W2 = invert(line_h) ; W3 = reflect_h(line_h) ; W4 = invert(W3),,,H432,4
27,12,12,1,13,add -> reflect_v -> add -> add -> reflect_h -> add -> add -> invert -> overlap -> reflect_v -> invert -> overlap -> add,"W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = add(line_h, line_h) ; W5 = reflect_h(line_h) ; W6 = add(W5, line_h) ; W7 = add(W3, W6) ; W8 = invert(diag) ; W9 = overlap(W7, W8) ; W10 = reflect_v(diag) ; W11 = invert(W10) ; W12 = overlap(W9, W11) ; W13 = add(W12, square)",,,,4
27,13,13,1,6,reflect_v -> add -> invert -> overlap -> invert -> overlap,"W1 = reflect_v(diag) ; W2 = add(diag, W1) ; W3 = invert(H430) ; W4 = overlap(W3, W2) ; W5 = invert(line_v) ; W6 = overlap(W4, W5)",H430,"H430=W1 = add(line_v, line_h) ; W2 = reflect_v(line_v)",,4
27,14,14,0,13,add -> reflect_h -> add -> add -> reflect_v -> add -> add -> reflect_v -> add -> add -> reflect_h -> subtract -> subtract,"W1 = add(diag, line_h) ; W2 = reflect_h(line_h) ; W3 = add(W1, W2) ; W4 = add(line_v, line_v) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) ; W8 = reflect_v(diag) ; W9 = add(W7, W8) ; W10 = add(diag, diag) ; W11 = reflect_h(diag) ; W12 = subtract(W9, W11) ; W13 = subtract(W12, diag)",,,,4
28,1,1,1,5,add -> reflect_h -> reflect_v -> add -> add,"W1 = add(line_v, line_h) ; W2 = reflect_h(line_h) ; W3 = reflect_v(line_v) ; W4 = add(W1, W2) ; W5 = add(W4, W3)",,,,0
28,2,2,1,7,add -> add -> reflect_h -> reflect_v -> add -> add -> add,"W1 = add(square, square) ; W2 = add(line_v, line_h) ; W3 = reflect_h(line_h) ; W4 = reflect_v(line_v) ; W5 = add(square, W2) ; W6 = add(W5, W4) ; W7 = add(W6, W3)",,,,0
28,3,3,1,7,invert -> add -> reflect_h -> reflect_v -> subtract -> subtract -> subtract,"W1 = invert(square) ; W2 = add(line_v, line_h) ; W3 = reflect_h(line_h) ; W4 = reflect_v(line_v) ; W5 = subtract(W1, W2) ; W6 = subtract(W5, W3) ; W7 = subtract(W6, W4)",,,,0
28,4,4,1,6,add -> subtract -> add -> subtract -> reflect_h -> subtract,"W1 = add(square, square) ; W2 = subtract(diag, diag) ; W3 = add(diag, diag) ; W4 = subtract(square, diag) ; W5 = reflect_h(diag) ; W6 = subtract(W4, W5)",,,,0
28,5,5,1,5,add -> add -> reflect_h -> add -> add,"W1 = add(square, square) ; W2 = add(diag, diag) ; W3 = reflect_h(diag) ; W4 = add(square, diag) ; W5 = add(W4, W3)",,,,0
28,6,6,1,5,invert -> add -> reflect_h -> subtract -> subtract,"W1 = invert(square) ; W2 = add(diag, diag) ; W3 = reflect_h(diag) ; W4 = subtract(W1, diag) ; W5 = subtract(W4, W3)",,,,0
28,7,7,1,9,add -> reflect_h -> reflect_v -> add -> reflect_h -> add -> add -> add -> add,"W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_v(line_v) ; W4 = add(diag, diag) ; W5 = reflect_h(diag) ; W6 = add(W1, W2) ; W7 = add(W6, W5) ; W8 = add(W7, diag) ; W9 = add(W8, W3)",,,,0
28,8,8,0,5,add -> reflect_h -> invert -> add -> subtract,"W1 = add(diag, diag) ; W2 = reflect_h(diag) ; W3 = invert(square) ; W4 = add(tri, tri) ; W5 = subtract(tri, W3)",,,,0
28,9,9,0,1,add,"W1 = add(square, square)",,,,0
28,10,10,0,5,invert -> add -> reflect_h -> add -> subtract,"W1 = invert(square) ; W2 = add(diag, diag) ; W3 = reflect_h(diag) ; W4 = add(W3, diag) ; W5 = subtract(W1, W4)",,,,0
28,11,11,1,13,invert -> add -> add -> add -> reflect_h -> reflect_v -> add -> reflect_h -> subtract -> subtract -> subtract -> add -> add,"W1 = invert(square) ; W2 = add(square, square) ; W3 = add(W1, square) ; W4 = add(line_v, line_h) ; W5 = reflect_h(line_h) ; W6 = reflect_v(line_v) ; W7 = add(diag, diag) ; W8 = reflect_h(diag) ; W9 = subtract(W3, W4) ; W10 = subtract(W9, W5) ; W11 = subtract(W10, W6) ; W12 = add(W11, diag) ; W13 = add(W12, W8)",,,,0
28,12,12,0,7,add -> add -> reflect_h -> reflect_v -> add -> add -> add,"W1 = add(square, square) ; W2 = add(line_h, line_v) ; W3 = reflect_h(line_h) ; W4 = reflect_v(line_v) ; W5 = add(W2, W3) ; W6 = add(W5, W4) ; W7 = add(square, W6)",,,,0
28,13,13,1,7,add -> reflect_h -> add -> add -> reflect_h -> subtract -> subtract,"W1 = add(diag, diag) ; W2 = reflect_h(diag) ; W3 = add(diag, W2) ; W4 = add(line_h, line_h) ; W5 = reflect_h(line_h) ; W6 = subtract(W3, line_h) ; W7 = subtract(W6, W5)",,,,0
28,14,14,0,9,add -> reflect_h -> add -> reflect_h -> reflect_v -> add -> add -> add -> add,"W1 = add(diag, diag) ; W2 = reflect_h(diag) ; W3 = add(line_v, line_h) ; W4 = reflect_h(line_h) ; W5 = reflect_v(line_v) ; W6 = add(W3, W4) ; W7 = add(W6, W5) ; W8 = add(W7, diag) ; W9 = add(W8, W2)",,,,0
29,1,1,1,5,add -> reflect_h -> reflect_v -> add -> add,"W1 = add(line_v, line_h) ; W2 = reflect_h(line_h) ; W3 = reflect_v(line_v) ; W4 = add(W1, W2) ; W5 = add(W3, W4)",,,"H433,H434,H435",3
29,2,2,1,6,add -> reflect_h -> reflect_v -> add -> add -> add,"W1 = add(line_v, line_h) ; W2 = reflect_h(line_h) ; W3 = reflect_v(line_v) ; W4 = add(square, W3) ; W5 = add(W1, W4) ; W6 = add(W2, W5)",,,,3
29,3,3,0,8,invert -> invert -> invert -> reflect_h -> overlap -> overlap -> reflect_h -> reflect_v,"W1 = invert(square) ; W2 = invert(line_h) ; W3 = invert(line_v) ; W4 = reflect_h(W1) ; W5 = overlap(W3, W4) ; W6 = overlap(W2, W5) ; W7 = reflect_h(line_h) ; W8 = reflect_v(line_v)",,,H436,4
29,4,4,1,5,add -> overlap -> reflect_h -> subtract -> subtract,"W1 = add(square, square) ; W2 = overlap(diag, diag) ; W3 = reflect_h(diag) ; W4 = subtract(square, diag) ; W5 = subtract(W4, W3)",,,H437,5
29,5,5,1,3,add -> reflect_h -> add,"W1 = add(square, diag) ; W2 = reflect_h(diag) ; W3 = add(W1, W2)",,,H438,6
29,6,6,1,5,invert -> overlap -> reflect_v -> subtract -> subtract,"W1 = invert(square) ; W2 = overlap(diag, diag) ; W3 = reflect_v(diag) ; W4 = subtract(W1, diag) ; W5 = subtract(W4, W3)",,,,6
29,7,7,1,9,add -> reflect_v -> reflect_h -> add -> add -> add -> reflect_v -> add -> add,"W1 = add(line_v, line_h) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_h) ; W4 = add(W1, W2) ; W5 = add(W4, W3) ; W6 = add(diag, diag) ; W7 = reflect_v(diag) ; W8 = add(W5, diag) ; W9 = add(W8, W7)",,,,6
29,8,8,0,6,add -> reflect_h -> overlap -> invert -> add -> invert,"W1 = add(diag, diag) ; W2 = reflect_h(diag) ; W3 = overlap(tri, tri) ; W4 = invert(tri) ; W5 = add(tri, W4) ; W6 = invert(diag)",,,,6
29,9,9,0,5,add -> add -> reflect_h -> add -> add,"W1 = add(square, square) ; W2 = add(diag, diag) ; W3 = reflect_h(diag) ; W4 = add(square, diag) ; W5 = add(W3, W4)",,,,6
29,10,10,0,6,invert -> add -> reflect_v -> reflect_h -> add -> add,"W1 = invert(square) ; W2 = add(line_v, line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_h) ; W5 = add(W2, W3) ; W6 = add(W4, W5)",,,,6
29,11,11,1,16,add -> invert -> add -> reflect_h -> reflect_v -> add -> add -> add -> add -> subtract -> subtract -> subtract -> add -> reflect_h -> add -> add,"W1 = add(square, square) ; W2 = invert(square) ; W3 = add(line_v, line_h) ; W4 = reflect_h(line_h) ; W5 = reflect_v(line_v) ; W6 = add(square, W3) ; W7 = add(W6, W4) ; W8 = add(W7, W5) ; W9 = add(W2, W8) ; W10 = subtract(W9, W5) ; W11 = subtract(W10, W4) ; W12 = subtract(W11, W3) ; W13 = add(diag, diag) ; W14 = reflect_h(diag) ; W15 = add(W12, diag) ; W16 = add(W15, W14)",,,,6
29,12,12,0,9,add -> invert -> add -> add -> reflect_h -> reflect_v -> add -> add -> add,"W1 = add(square, square) ; W2 = invert(square) ; W3 = add(W2, square) ; W4 = add(line_v, line_h) ; W5 = reflect_h(line_h) ; W6 = reflect_v(line_v) ; W7 = add(square, W4) ; W8 = add(W7, W5) ; W9 = add(W8, W6)",,,,6
29,13,13,1,7,add -> reflect_h -> add -> reflect_v -> add -> subtract -> subtract,"W1 = add(diag, diag) ; W2 = reflect_h(diag) ; W3 = add(line_v, line_v) ; W4 = reflect_v(line_v) ; W5 = add(diag, W2) ; W6 = subtract(W5, W4) ; W7 = subtract(W6, line_v)",,,,6
29,14,14,0,9,add -> reflect_h -> add -> reflect_h -> reflect_v -> add -> add -> add -> add,"W1 = add(diag, diag) ; W2 = reflect_h(diag) ; W3 = add(line_v, line_h) ; W4 = reflect_h(line_h) ; W5 = reflect_v(line_v) ; W6 = add(diag, W2) ; W7 = add(W6, W4) ; W8 = add(W7, W5) ; W9 = add(W8, W3)",,,,6
30,1,1,1,12,reflect_v -> reflect_d -> reflect_v -> reflect_h -> add -> reflect_v -> reflect_h -> add -> add -> add -> add -> add,"W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) ; W8 = add(line_h, line_v) ; W9 = add(W7, W8) ; W10 = add(W7, W8) ; W11 = add(W3, W7) ; W12 = add(W8, W11)",,,"H439,H440,H441,H442",4
30,2,2,1,4,add -> add -> add -> add,"W1 = add(square, line_h) ; W2 = add(H441, W1) ; W3 = add(H442, W1) ; W4 = add(line_v, W3)","H441,H442","H441=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) | H442=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) ; W8 = add(line_h, line_v) ; W9 = add(W7, W8) ; W10 = add(W7, W8) ; W11 = add(W3, W7)","H443,H444",6
30,3,3,1,6,invert -> invert -> invert -> invert -> add -> invert,"W1 = invert(H444) ; W2 = invert(square) ; W3 = invert(W1) ; W4 = invert(line_v) ; W5 = add(W3, line_v) ; W6 = invert(W5)",H444,"H444=W1 = add(square, line_h) ; W2 = add(H441, W1) ; W3 = add(H442, W1)","H445,H446,H447,H448",10
30,4,4,1,7,invert -> reflect_h -> add -> add -> add -> subtract -> subtract,"W1 = invert(H446) ; W2 = reflect_h(diag) ; W3 = add(blank, blank) ; W4 = add(square, W2) ; W5 = add(diag, W4) ; W6 = subtract(W5, W2) ; W7 = subtract(W6, diag)",H446,H446=W1 = invert(H444) ; W2 = invert(square),"H449,H450,H451,H452,H453",15
30,5,5,1,1,add,"W1 = add(H452, H452)",H452,"H452=W1 = invert(H446) ; W2 = reflect_h(diag) ; W3 = add(blank, blank) ; W4 = add(square, W2) ; W5 = add(diag, W4)",,15
30,6,6,1,2,add -> invert,"W1 = add(H452, H452) ; W2 = invert(W1)",H452,"H452=W1 = invert(H446) ; W2 = reflect_h(diag) ; W3 = add(blank, blank) ; W4 = add(square, W2) ; W5 = add(diag, W4)",,15
30,7,7,1,9,add -> subtract -> add -> add -> subtract -> add -> add -> add -> add,"W1 = add(H452, H444) ; W2 = subtract(W1, square) ; W3 = add(blank, blank) ; W4 = add(H452, H452) ; W5 = subtract(W4, square) ; W6 = add(W5, diag) ; W7 = add(W6, H449) ; W8 = add(W7, H442) ; W9 = add(W8, H439)","H439,H442,H444,H449,H452","H439=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) ; W8 = add(line_h, line_v) | H442=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) ; W8 = add(line_h, line_v) ; W9 = add(W7, W8) ; W10 = add(W7, W8) ; W11 = add(W3, W7) | H444=W1 = add(square, line_h) ; W2 = add(H441, W1) ; W3 = add(H442, W1) | H449=W1 = invert(H446) ; W2 = reflect_h(diag) | H452=W1 = invert(H446) ; W2 = reflect_h(diag) ; W3 = add(blank, blank) ; W4 = add(square, W2) ; W5 = add(diag, W4)","H454,H455,H456,H457,H458",20
30,8,8,0,16,add -> subtract -> add -> subtract -> add -> reflect_d -> add -> add -> invert -> add -> invert -> invert -> add -> add -> subtract -> subtract,"W1 = add(H452, H452) ; W2 = subtract(W1, square) ; W3 = add(blank, H448) ; W4 = subtract(W3, square) ; W5 = add(blank, tri) ; W6 = reflect_d(tri) ; W7 = add(W6, tri) ; W8 = add(blank, blank) ; W9 = invert(W4) ; W10 = add(W9, tri) ; W11 = invert(W10) ; W12 = invert(H457) ; W13 = add(W4, W12) ; W14 = add(tri, H457) ; W15 = subtract(W7, H439) ; W16 = subtract(W15, H442)","H439,H442,H448,H452,H457","H439=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) ; W8 = add(line_h, line_v) | H442=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) ; W8 = add(line_h, line_v) ; W9 = add(W7, W8) ; W10 = add(W7, W8) ; W11 = add(W3, W7) | H448=W1 = invert(H444) ; W2 = invert(square) ; W3 = invert(W1) ; W4 = invert(line_v) ; W5 = add(W3, line_v) | H452=W1 = invert(H446) ; W2 = reflect_h(diag) ; W3 = add(blank, blank) ; W4 = add(square, W2) ; W5 = add(diag, W4) | H457=W1 = add(H452, H444) ; W2 = subtract(W1, square) ; W3 = add(blank, blank) ; W4 = add(H452, H452) ; W5 = subtract(W4, square) ; W6 = add(W5, diag) ; W7 = add(W6, H449)","H459,H460,H461,H462,H463,H464,H465",27
30,9,9,0,3,subtract -> invert -> add,"W1 = subtract(H462, H459) ; W2 = invert(W1) ; W3 = add(square, W2)","H459,H462","H459=W1 = add(H452, H452) ; W2 = subtract(W1, square) ; W3 = add(blank, H448) ; W4 = subtract(W3, square) | H462=W1 = add(H452, H452) ; W2 = subtract(W1, square) ; W3 = add(blank, H448) ; W4 = subtract(W3, square) ; W5 = add(blank, tri) ; W6 = reflect_d(tri) ; W7 = add(W6, tri)",,27
30,10,10,0,4,add -> subtract -> subtract -> invert,"W1 = add(H446, H446) ; W2 = subtract(H445, H444) ; W3 = subtract(W2, H439) ; W4 = invert(W3)","H439,H444,H445,H446","H439=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) ; W8 = add(line_h, line_v) | H444=W1 = add(square, line_h) ; W2 = add(H441, W1) ; W3 = add(H442, W1) | H445=W1 = invert(H444) | H446=W1 = invert(H444) ; W2 = invert(square)",H466,28
30,11,11,0,2,invert -> add,"W1 = invert(H448) ; W2 = add(W1, square)",H448,"H448=W1 = invert(H444) ; W2 = invert(square) ; W3 = invert(W1) ; W4 = invert(line_v) ; W5 = add(W3, line_v)",,28
30,12,12,0,4,invert -> invert -> add -> add,"W1 = invert(H466) ; W2 = invert(H452) ; W3 = add(W1, W2) ; W4 = add(W1, W3)","H452,H466","H452=W1 = invert(H446) ; W2 = reflect_h(diag) ; W3 = add(blank, blank) ; W4 = add(square, W2) ; W5 = add(diag, W4) | H466=W1 = add(H446, H446) ; W2 = subtract(H445, H444) ; W3 = subtract(W2, H439)","H467,H468",30
30,13,13,1,3,add -> subtract -> subtract,"W1 = add(H457, H457) ; W2 = subtract(W1, line_h) ; W3 = subtract(W2, H440)","H440,H457","H440=W1 = reflect_v(line_v) ; W2 = reflect_d(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_v) ; W5 = add(line_v, line_v) ; W6 = reflect_v(line_h) ; W7 = reflect_h(line_h) | H457=W1 = add(H452, H444) ; W2 = subtract(W1, square) ; W3 = add(blank, blank) ; W4 = add(H452, H452) ; W5 = subtract(W4, square) ; W6 = add(W5, diag) ; W7 = add(W6, H449)",H469,31
30,14,14,0,1,add,"W1 = add(H448, H457)","H448,H457","H448=W1 = invert(H444) ; W2 = invert(square) ; W3 = invert(W1) ; W4 = invert(line_v) ; W5 = add(W3, line_v) | H457=W1 = add(H452, H444) ; W2 = subtract(W1, square) ; W3 = add(blank, blank) ; W4 = add(H452, H452) ; W5 = subtract(W4, square) ; W6 = add(W5, diag) ; W7 = add(W6, H449)",,31
